Parcel.ID,Address,Sale.Price,Sale.Date,Sale.Condition,Assessed.Value,Parcel.Type,Year.Built,Total.Living.Area,Finished.Bsmt.Area,Lot.Area,Bedrooms,Central.Air,Fireplaces,Occupancy,Style,Neighborhood,INSTRUMENTNUMBER,Date,year,month,day,Sale.Mean.Price,age,class,long,lat
522202120,5705 QUARRY  DR,63693,9/1/2016 12:00:00 AM,Alloca,400,Vac.Lot,0,0,0,7147,0,No Data,0,,NA,HaydnLk,201609177,2016-09-01,2016,9,1,194895.390625,2016,no information,-93.6286801,42.0774494
522205010,5823 QUARRY  DR,40650,8/1/2016 12:00:00 AM,Alloca,400,Vac.Lot,0,0,0,6686,0,No Data,0,,NA,HaydnLk,201700995,2016-08-01,2016,8,1,198767.131313131,2016,no information,-93.6286801,42.0774494
522205020,5819 QUARRY  DR,40650,8/1/2016 12:00:00 AM,Alloca,300,Vac.Lot,0,0,0,5491,0,No Data,0,,NA,HaydnLk,201700995,2016-08-01,2016,8,1,198767.131313131,2016,no information,-93.6286801,42.0774494
522205030,5815 QUARRY  DR,40650,8/1/2016 12:00:00 AM,Alloca,300,Vac.Lot,0,0,0,6034,0,No Data,0,,NA,HaydnLk,201700999,2016-08-01,2016,8,1,198767.131313131,2016,no information,-93.6286801,42.0774494
522205040,5811 QUARRY  DR,40650,8/1/2016 12:00:00 AM,Alloca,300,Vac.Lot,0,0,0,6050,0,No Data,0,,NA,HaydnLk,201700999,2016-08-01,2016,8,1,198767.131313131,2016,no information,-93.6286801,42.0774494
522205050,5807 QUARRY  DR,54200,8/1/2016 12:00:00 AM,Alloca,400,Vac.Lot,0,0,0,6615,0,No Data,0,,NA,HaydnLk,201700226,2016-08-01,2016,8,1,198767.131313131,2016,no information,-93.6286801,42.0774494
522205060,5803 QUARRY  DR,54200,9/1/2016 12:00:00 AM,Alloca,400,Vac.Lot,0,0,0,7636,0,No Data,0,,NA,HaydnLk,201700226,2016-09-01,2016,9,1,194895.390625,2016,no information,-93.6286801,42.0774494
522205090,5742 QUARRY  DR,78000,7/1/2016 12:00:00 AM,Normal,500,Vac.Lot,0,0,0,9171,0,No Data,0,,NA,HaydnLk,201608067,2016-07-01,2016,7,1,209734.222222222,2016,no information,-93.6286801,42.0774494
522205110,5734 QUARRY  DR,80000,8/1/2016 12:00:00 AM,Normal,500,Vac.Lot,0,0,0,9494,0,No Data,0,,NA,HaydnLk,201608348,2016-08-01,2016,8,1,198767.131313131,2016,no information,-93.6286801,42.0774494
522205120,5730 QUARRY  DR,80000,8/1/2016 12:00:00 AM,Normal,500,Vac.Lot,0,0,0,9585,0,No Data,0,,NA,HaydnLk,201609067,2016-08-01,2016,8,1,198767.131313131,2016,no information,-93.6286801,42.0774494
522205170,1408 ADA HAYDEN RD,100000,3/1/2016 12:00:00 AM,Normal,800,Vac.Lot,0,0,0,14033,0,No Data,0,,NA,HaydnLk,201602023,2016-03-01,2016,3,1,171606.488372093,2016,no information,-93.6323869,42.0758209
528127080,2813 ABERDEEN DR,56068,6/1/2016 12:00:00 AM,Alloca,7400,Vac.Lot,0,0,0,12691,0,No Data,0,,NA,NridgHt,201604833,2016-06-01,2016,6,1,185187.727848101,2016,no information,-93.6509049,42.0631057
528127090,2805 ABERDEEN DR,61373,6/1/2016 12:00:00 AM,Alloca,8100,Vac.Lot,0,0,0,13911,0,No Data,0,,NA,NridgHt,201604833,2016-06-01,2016,6,1,185187.727848101,2016,no information,-93.6509049,42.0631057
528127100,2725 ABERDEEN DR,84000,2/1/2016 12:00:00 AM,Normal,8700,Vac.Lot,0,0,0,15050,0,No Data,0,,NA,NridgHt,201601962,2016-02-01,2016,2,1,211082.97826087,2016,no information,-93.6509049,42.0631057
528127110,2713 ABERDEEN DR,70483,7/1/2016 12:00:00 AM,Alloca,7300,Vac.Lot,0,0,0,12608,0,No Data,0,,NA,NridgHt,201606965,2016-07-01,2016,7,1,209734.222222222,2016,no information,-93.6509049,42.0631057
528127120,2705 ABERDEEN DR,56827,6/1/2016 12:00:00 AM,Alloca,7500,Vac.Lot,0,0,0,12846,0,No Data,0,,NA,NridgHt,2017-01795,2016-06-01,2016,6,1,185187.727848101,2016,no information,-93.6509049,42.0631057
528127130,4322 BALLENTINE DR,85619,6/1/2016 12:00:00 AM,Alloca,11300,Vac.Lot,0,0,0,19606,0,No Data,0,,NA,NridgHt,201604833,2016-06-01,2016,6,1,185187.727848101,2016,no information,-93.6481251,42.0629702
528127140,4316 BALLENTINE DR,69000,9/1/2016 12:00:00 AM,Normal,7500,Vac.Lot,0,0,0,12804,0,No Data,0,,NA,NridgHt,201700907,2016-09-01,2016,9,1,194895.390625,2016,no information,-93.6481251,42.0629702
528127150,4310 BALLENTINE DR,69000,3/1/2016 12:00:00 AM,Alloca,7500,Vac.Lot,0,0,0,12803,0,No Data,0,,NA,NridgHt,201602481,2016-03-01,2016,3,1,171606.488372093,2016,no information,-93.6481251,42.0629702
528127160,4304 BALLENTINE DR,69000,3/1/2016 12:00:00 AM,Alloca,7500,Vac.Lot,0,0,0,12803,0,No Data,0,,NA,NridgHt,201602481,2016-03-01,2016,3,1,171606.488372093,2016,no information,-93.6481251,42.0629702
528127180,4228 BALLENTINE DR,69000,3/1/2016 12:00:00 AM,Normal,7500,Vac.Lot,0,0,0,12803,0,No Data,0,,NA,NridgHt,201602508,2016-03-01,2016,3,1,171606.488372093,2016,no information,-93.6481251,42.0629702
528127190,4220 BALLENTINE DR,56827,6/1/2016 12:00:00 AM,Alloca,7500,Vac.Lot,0,0,0,12803,0,No Data,0,,NA,NridgHt,201700469,2016-06-01,2016,6,1,185187.727848101,2016,no information,-93.6481251,42.0629702
528127190,4220 BALLENTINE DR,69000,7/1/2016 12:00:00 AM,Normal,7500,Vac.Lot,0,0,0,12803,0,No Data,0,,NA,NridgHt,201700469,2016-07-01,2016,7,1,209734.222222222,2016,no information,-93.6481251,42.0629702
528127200,4212 BALLENTINE DR,69000,6/1/2016 12:00:00 AM,Normal,7500,Vac.Lot,0,0,0,12803,0,No Data,0,,NA,NridgHt,2017-02539,2016-06-01,2016,6,1,185187.727848101,2016,no information,-93.6481251,42.0629702
528130100,2715 WESTON DR,50765,6/1/2016 12:00:00 AM,Alloca,6700,Vac.Lot,0,0,0,11519,0,No Data,0,,NA,NridgHt,2017-01999,2016-06-01,2016,6,1,185187.727848101,2016,no information,-93.6511154,42.0621026
528130110,2703 WESTON DR,61373,6/1/2016 12:00:00 AM,Alloca,8100,Vac.Lot,0,0,0,13873,0,No Data,0,,NA,NridgHt,201604833,2016-06-01,2016,6,1,185187.727848101,2016,no information,-93.6511154,42.0621026
528130120,2706 ABERDEEN DR,59100,6/1/2016 12:00:00 AM,Alloca,7800,Vac.Lot,0,0,0,13332,0,No Data,0,,NA,NridgHt,201604833,2016-06-01,2016,6,1,185187.727848101,2016,no information,-93.6509049,42.0631057
528130130,2716 ABERDEEN DR,55311,6/1/2016 12:00:00 AM,Alloca,7300,Vac.Lot,0,0,0,12480,0,No Data,0,,NA,NridgHt,201604833,2016-06-01,2016,6,1,185187.727848101,2016,no information,-93.6509049,42.0631057
528130140,2726 ABERDEEN DR,65161,6/1/2016 12:00:00 AM,Alloca,8600,Vac.Lot,0,0,0,14880,0,No Data,0,,NA,NridgHt,2017-02978,2016-06-01,2016,6,1,185187.727848101,2016,no information,-93.6509049,42.0631057
528138160,4000 BRIGHTON CIR,85000,2/1/2016 12:00:00 AM,Normal,132400,Vac.Lot,0,0,0,20579,0,No Data,0,,NA,NridgHt,201601417,2016-02-01,2016,2,1,211082.97826087,2016,no information,-93.6510712,42.0610076
528205290,2718 WESTON DR,69517,7/1/2016 12:00:00 AM,Alloca,7200,Vac.Lot,0,0,0,12536,0,No Data,0,,NA,NridgHt,201606965,2016-07-01,2016,7,1,209734.222222222,2016,no information,-93.6511154,42.0621026
528205300,2708 WESTON DR,61373,6/1/2016 12:00:00 AM,Alloca,8100,Vac.Lot,0,0,0,13918,0,No Data,0,,NA,NridgHt,201604833,2016-06-01,2016,6,1,185187.727848101,2016,no information,-93.6511154,42.0621026
528205310,2702 WESTON DR,75000,3/1/2016 12:00:00 AM,Normal,8300,Vac.Lot,0,0,0,14408,0,No Data,0,,NA,NridgHt,201602506,2016-03-01,2016,3,1,171606.488372093,2016,no information,-93.6511154,42.0621026
528205330,4211 BALLENTINE DR,43188,6/1/2016 12:00:00 AM,Alloca,5700,Vac.Lot,0,0,0,9750,0,No Data,0,,NA,NridgHt,201604833,2016-06-01,2016,6,1,185187.727848101,2016,no information,-93.6481251,42.0629702
528205340,4205 BALLENTINE DR,43188,6/1/2016 12:00:00 AM,Alloca,5700,Vac.Lot,0,0,0,9750,0,No Data,0,,NA,NridgHt,201604833,2016-06-01,2016,6,1,185187.727848101,2016,no information,-93.6481251,42.0629702
528211130,2744 HARRISON RD,84000,11/1/2016 12:00:00 AM,Normal,5300,Vac.Lot,0,0,0,11617,0,No Data,0,,NA,NridgHt,201611189,2016-11-01,2016,11,1,195700.491803279,2016,no information,-93.648298,42.0596874
528429040,3312 KENT AVE,62000,11/1/2016 12:00:00 AM,Normal,52200,Vac.Lot,0,0,0,11618,0,No Data,0,,NA,Somerst,201612253,2016-11-01,2016,11,1,195700.491803279,2016,no information,-93.64242,42.055623
528450080,2811 CLAYTON DR,60000,3/1/2016 12:00:00 AM,Normal,5400,Vac.Lot,0,0,0,11799,0,No Data,0,,NA,Somerst,201608241,2016-03-01,2016,3,1,171606.488372093,2016,no information,-93.6472035,42.0521041
528456110,2706 CLAYTON DR,42000,3/1/2016 12:00:00 AM,Normal,5300,Vac.Lot,0,0,0,11415,0,No Data,0,,NA,Somerst,201608349,2016-03-01,2016,3,1,171606.488372093,2016,no information,-93.6454837,42.0513204
528462110,2735 LONDON DR,41,3/1/2016 12:00:00 AM,Alloca,1300,Vac.Lot,0,0,0,20072,0,No Data,0,,NA,Somerst,201605014,2016-03-01,2016,3,1,171606.488372093,2016,no information,-93.6482173,42.0493285
528462110,2735 LONDON DR,79000,6/1/2016 12:00:00 AM,Normal,1300,Vac.Lot,0,0,0,20072,0,No Data,0,,NA,Somerst,201605014,2016-06-01,2016,6,1,185187.727848101,2016,no information,-93.6482173,42.0493285
528464010,2772 LONDON DR,29,3/1/2016 12:00:00 AM,Alloca,900,Vac.Lot,0,0,0,15944,0,No Data,0,,NA,Somerst,201601915,2016-03-01,2016,3,1,171606.488372093,2016,no information,-93.6482173,42.0493285
528464040,2746 LONDON DR,3120,3/1/2016 12:00:00 AM,Alloca,97800,Vac.Lot,0,0,0,15887,0,No Data,0,,NA,Somerst,201601915,2016-03-01,2016,3,1,171606.488372093,2016,no information,-93.6482173,42.0493285
529240100,4231 CARTIER AVE,157000,11/1/2016 12:00:00 AM,Normal,2200,Vac.Lot,0,0,0,52111,0,No Data,0,,NA,NridgHt,201611810,2016-11-01,2016,11,1,195700.491803279,2016,no information,-93.6616096,42.0614848
531363090,5511 MISSOURI  ST,47500,7/1/2016 12:00:00 AM,Normal,4100,Vac.Lot,0,0,0,9376,0,No Data,0,,NA,SawyerW,201607473,2016-07-01,2016,7,1,209734.222222222,2016,no information,-93.6929276,42.0370872
531363130,5421 MISSOURI  ST,47500,7/1/2016 12:00:00 AM,Normal,3500,Vac.Lot,0,0,0,7800,0,No Data,0,,NA,SawyerW,201612942,2016-07-01,2016,7,1,209734.222222222,2016,no information,-93.6923216,42.0370537
531367070,5510 MISSOURI  ST,55000,5/1/2016 12:00:00 AM,Normal,3600,Vac.Lot,0,0,0,8136,0,No Data,0,,NA,SawyerW,201604778,2016-05-01,2016,5,1,188974.820754717,2016,no information,-93.6929276,42.0370872
531367090,5500 MISSOURI  ST,47500,7/1/2016 12:00:00 AM,Normal,3700,Vac.Lot,0,0,0,8400,0,No Data,0,,NA,SawyerW,201700023,2016-07-01,2016,7,1,209734.222222222,2016,no information,-93.692897,42.0370869
535402320,1906 DUFF AVE,45000,11/1/2016 12:00:00 AM,Normal,36600,Vac.Lot,0,0,0,8637,0,No Data,0,,NA,N Ames,2017-01632,2016-11-01,2016,11,1,195700.491803279,2016,no information,-93.6107118,42.0415211
902110050,911 CLARK AVE,36000,1/1/2016 12:00:00 AM,Normal,37200,Vac.Lot,0,0,0,9012,0,No Data,0,,NA,OldTown,201600537,2016-01-01,2016,1,1,189237.188679245,2016,no information,-93.617447,42.03066
905302010,4415 TIMBER RIDGE DR,50000,12/1/2016 12:00:00 AM,Normal,22630,Vac.Lot,0,0,0,22233,0,No Data,0,,NA,ClearCr,201613133,2016-12-01,2016,12,1,214073.829787234,2016,no information,-93.678374,42.027713
905325030,3721 WOODLAND ST,307500,6/1/2016 12:00:00 AM,Normal,272200,Dwg&Lot,1979,1539,1274,23595,0,Yes,1,Single-family detached (includes detached townhouses),One and one-half story:  2nd level finished,ClearCr,201605702,2016-06-01,2016,6,1,185187.727848101,37,31~40 years,-93.669821,42.0266562
906305020,5511 WESTFIELD DR,43388,6/1/2016 12:00:00 AM,Alloca,600,Vac.Lot,0,0,0,9792,0,No Data,0,,NA,CollgCr,201604832,2016-06-01,2016,6,1,185187.727848101,2016,no information,-93.6923738,42.0283567
906305030,5515 WESTFIELD DR,43388,6/1/2016 12:00:00 AM,Alloca,600,Vac.Lot,0,0,0,9786,0,No Data,0,,NA,CollgCr,201604832,2016-06-01,2016,6,1,185187.727848101,2016,no information,-93.6923738,42.0283567
906305040,5521 WESTFIELD DR,43388,6/1/2016 12:00:00 AM,Alloca,600,Vac.Lot,0,0,0,9784,0,No Data,0,,NA,CollgCr,201604832,2016-06-01,2016,6,1,185187.727848101,2016,no information,-93.6923738,42.0283567
906305050,5525 WESTFIELD DR,43388,6/1/2016 12:00:00 AM,Alloca,600,Vac.Lot,0,0,0,9783,0,No Data,0,,NA,CollgCr,201604832,2016-06-01,2016,6,1,185187.727848101,2016,no information,-93.6923738,42.0283567
906305060,5603 WESTFIELD DR,43388,6/1/2016 12:00:00 AM,Alloca,600,Vac.Lot,0,0,0,9781,0,No Data,0,,NA,CollgCr,201604832,2016-06-01,2016,6,1,185187.727848101,2016,no information,-93.6923738,42.0283567
906305070,5609 WESTFIELD DR,43388,6/1/2016 12:00:00 AM,Alloca,600,Vac.Lot,0,0,0,9779,0,No Data,0,,NA,CollgCr,201604832,2016-06-01,2016,6,1,185187.727848101,2016,no information,-93.6923738,42.0283567
906305080,5613 WESTFIELD DR,43388,6/1/2016 12:00:00 AM,Alloca,600,Vac.Lot,0,0,0,9777,0,No Data,0,,NA,CollgCr,201604832,2016-06-01,2016,6,1,185187.727848101,2016,no information,-93.6923738,42.0283567
906305090,5617 WESTFIELD DR,43388,6/1/2016 12:00:00 AM,Alloca,600,Vac.Lot,0,0,0,9773,0,No Data,0,,NA,CollgCr,201604832,2016-06-01,2016,6,1,185187.727848101,2016,no information,-93.6923738,42.0283567
906310070,5523 ALLERTON DR,51250,8/1/2016 12:00:00 AM,Alloca,500,Vac.Lot,0,0,0,8639,0,No Data,0,,NA,CollgCr,201700437,2016-08-01,2016,8,1,198767.131313131,2016,no information,-93.6934931,42.0270679
906310120,5614 WESTFIELD DR,43388,6/1/2016 12:00:00 AM,Alloca,600,Vac.Lot,0,0,0,10400,0,No Data,0,,NA,CollgCr,2017-03134,2016-06-01,2016,6,1,185187.727848101,2016,no information,-93.6923738,42.0283567
906310130,5608 WESTFIELD DR,43388,6/1/2016 12:00:00 AM,Alloca,600,Vac.Lot,0,0,0,10400,0,No Data,0,,NA,CollgCr,201701109,2016-06-01,2016,6,1,185187.727848101,2016,no information,-93.6923738,42.0283567
906310140,5604 WESTFIELD DR,43388,6/1/2016 12:00:00 AM,Alloca,600,Vac.Lot,0,0,0,10400,0,No Data,0,,NA,CollgCr,201604832,2016-06-01,2016,6,1,185187.727848101,2016,no information,-93.6923738,42.0283567
906310150,5524 WESTFIELD DR,43388,6/1/2016 12:00:00 AM,Alloca,600,Vac.Lot,0,0,0,10400,0,No Data,0,,NA,CollgCr,201604832,2016-06-01,2016,6,1,185187.727848101,2016,no information,-93.6923738,42.0283567
906310160,5520 WESTFIELD DR,43388,6/1/2016 12:00:00 AM,Alloca,600,Vac.Lot,0,0,0,10400,0,No Data,0,,NA,CollgCr,201604832,2016-06-01,2016,6,1,185187.727848101,2016,no information,-93.6923738,42.0283567
906310170,5514 WESTFIELD DR,43388,6/1/2016 12:00:00 AM,Alloca,600,Vac.Lot,0,0,0,10400,0,No Data,0,,NA,CollgCr,201604832,2016-06-01,2016,6,1,185187.727848101,2016,no information,-93.6923738,42.0283567
906320090,5524 ALLERTON DR,51250,8/1/2016 12:00:00 AM,Alloca,500,Vac.Lot,0,0,0,9185,0,No Data,0,,NA,CollgCr,201607932,2016-08-01,2016,8,1,198767.131313131,2016,no information,-93.6934931,42.0270679
906320110,5520 ALLERTON DR,71750,8/1/2016 12:00:00 AM,Alloca,700,Vac.Lot,0,0,0,9161,0,No Data,0,,NA,CollgCr,201607932,2016-08-01,2016,8,1,198767.131313131,2016,no information,-93.6934931,42.0270679
906329020,5423 WESTFIELD DR,50621,6/1/2016 12:00:00 AM,Alloca,700,Vac.Lot,0,0,0,11359,0,No Data,0,,NA,CollgCr,201604832,2016-06-01,2016,6,1,185187.727848101,2016,no information,-93.6919461,42.0283574
906329060,5401 WESTFIELD DR,50621,6/1/2016 12:00:00 AM,Alloca,700,Vac.Lot,0,0,0,11356,0,No Data,0,,NA,CollgCr,201604832,2016-06-01,2016,6,1,185187.727848101,2016,no information,-93.6919461,42.0283574
906329070,5319 WESTFIELD DR,50621,6/1/2016 12:00:00 AM,Alloca,700,Vac.Lot,0,0,0,11356,0,No Data,0,,NA,CollgCr,201604832,2016-06-01,2016,6,1,185187.727848101,2016,no information,-93.6919461,42.0283574
906329080,5313 WESTFIELD DR,50621,6/1/2016 12:00:00 AM,Alloca,700,Vac.Lot,0,0,0,11338,0,No Data,0,,NA,CollgCr,2017-03435,2016-06-01,2016,6,1,185187.727848101,2016,no information,-93.6919461,42.0283574
906333100,608 HARTFORD DR,71750,8/1/2016 12:00:00 AM,Alloca,700,Vac.Lot,0,0,0,12517,0,No Data,0,,NA,CollgCr,2017-01698,2016-08-01,2016,8,1,198767.131313131,2016,no information,-93.6895072,42.0266263
906335050,611 HARTFORD DR,65084,6/1/2016 12:00:00 AM,Alloca,900,Vac.Lot,0,0,0,15737,0,No Data,0,,NA,CollgCr,2017-01284,2016-06-01,2016,6,1,185187.727848101,2016,no information,-93.6895072,42.0266263
906335050,611 HARTFORD DR,75000,8/1/2016 12:00:00 AM,Normal,900,Vac.Lot,0,0,0,15737,0,No Data,0,,NA,CollgCr,2017-01284,2016-08-01,2016,8,1,198767.131313131,2016,no information,-93.6895072,42.0266263
906477010,4918 WESTBEND DR,99237,6/1/2016 12:00:00 AM,Alloca,149200,Dwg&Lot,1977,3206,1000,10634,0,Yes,1,Single-family detached (includes detached townhouses),One and one-half story:  2nd level finished,ClearCr,201606364,2016-06-01,2016,6,1,185187.727848101,39,31~40 years,-93.684513,42.024918
907295525,4511 TWAIN CIR UNIT G1,11125,7/1/2016 12:00:00 AM,Alloca,10100,Bld&Lot,2005,0,0,362,0,No,0,Condominium unit,NA,DakotaR,2017-02053,2016-07-01,2016,7,1,209734.222222222,11,11~20 years,-93.6790571,42.0159551
907428526,4510 TWAIN CIR UNIT G1,11130,5/1/2016 12:00:00 AM,Alloca,10500,Bld&Lot,2006,0,0,341,0,No,0,Condominium unit,NA,DakotaR,201604466,2016-05-01,2016,5,1,188974.820754717,10,1~10 years,-93.6798229,42.0154132
907428596,4510 TWAIN CIR UNIT G15,10154,7/1/2016 12:00:00 AM,Alloca,10900,Bld&Lot,2006,0,0,349,0,No,0,Condominium unit,NA,DakotaR,201607001,2016-07-01,2016,7,1,209734.222222222,10,1~10 years,-93.6798229,42.0154132
907428621,4510 TWAIN CIR UNIT G20,10154,7/1/2016 12:00:00 AM,Alloca,10900,Bld&Lot,2006,0,0,349,0,No,0,Condominium unit,NA,DakotaR,201607001,2016-07-01,2016,7,1,209734.222222222,10,1~10 years,-93.6798229,42.0154132
908154015,4401 COCHRANE PKY,96500,12/1/2016 12:00:00 AM,Normal,11000,Vac.Lot,0,0,0,17962,0,No Data,0,,NA,Edwards,201612245,2016-12-01,2016,12,1,214073.829787234,2016,no information,-93.677483,42.01712
908154120,4121 COCHRANE PKY,105000,6/1/2016 12:00:00 AM,Normal,126900,Vac.Lot,0,0,0,23780,0,No Data,0,,NA,Edwards,2017-01784,2016-06-01,2016,6,1,185187.727848101,2016,no information,-93.674269,42.01738
908180050,519 BELLFLOWER DR,68000,7/1/2016 12:00:00 AM,Normal,5500,Vac.Lot,0,0,0,9363,0,No Data,0,,NA,Edwards,201606922,2016-07-01,2016,7,1,209734.222222222,2016,no information,-93.6718689,42.017535
908180050,519 BELLFLOWER DR,77000,6/1/2016 12:00:00 AM,Normal,5500,Vac.Lot,0,0,0,9363,0,No Data,0,,NA,Edwards,201606922,2016-06-01,2016,6,1,185187.727848101,2016,no information,-93.6718689,42.017535
908192060,3726 COY ST,78248,5/1/2016 12:00:00 AM,Alloca,41700,Vac.Lot,0,0,0,10663,0,No Data,0,,NA,Edwards,201604084,2016-05-01,2016,5,1,188974.820754717,2016,no information,-93.670186,42.0178788
908196020,4102 COCHRANE PKWY,105000,11/1/2016 12:00:00 AM,Normal,7800,Vac.Lot,0,0,0,16943,0,No Data,0,,NA,Edwards,201611239,2016-11-01,2016,11,1,195700.491803279,2016,no information,-93.6739777,42.0168851
908196050,4008 COCHRANE PKWY,135000,1/1/2016 12:00:00 AM,Normal,13000,Vac.Lot,0,0,0,25619,0,No Data,0,,NA,Edwards,201600536,2016-01-01,2016,1,1,189237.188679245,2016,no information,-93.6739777,42.0168851
908212120,408 SUNFLOWER DR,63381,8/1/2016 12:00:00 AM,Alloca,36800,Vac.Lot,0,0,0,8193,0,No Data,0,,NA,Edwards,201608423,2016-08-01,2016,8,1,198767.131313131,2016,no information,-93.6676183,42.0199469
908212130,414 SUNFLOWER DR,65619,8/1/2016 12:00:00 AM,Alloca,38100,Vac.Lot,0,0,0,8923,0,No Data,0,,NA,Edwards,201608423,2016-08-01,2016,8,1,198767.131313131,2016,no information,-93.6676183,42.0199469
908218120,3709 COY ST,87256,5/1/2016 12:00:00 AM,Alloca,46500,Vac.Lot,0,0,0,13838,0,No Data,0,,NA,Edwards,201604084,2016-05-01,2016,5,1,188974.820754717,2016,no information,-93.670186,42.0178788
